,atom_num,mean_weight
0,0,-0.24473553895950317
1,1,-0.2800315320491791
2,2,-0.23246429860591888
3,3,-0.07133239507675171
4,4,-0.0024786675348877907
5,5,-0.019717730581760406
6,6,-0.06949346512556076
7,7,-0.031867615878582
8,8,0.007055540103465319
9,9,-0.20267900824546814
10,10,-0.20539307594299316
11,11,-0.21022093296051025
12,12,-0.20917187631130219
13,13,-0.21022096276283264
14,14,-0.20539307594299316
15,15,-0.12541143596172333
16,16,-0.08343742042779922
17,17,-0.08324151486158371
18,18,-0.12380656599998474
19,19,-0.0832415297627449
20,20,-0.08343739807605743
21,21,-0.20782235264778137
22,22,-0.20641714334487915
23,23,-0.21644476056098938
24,24,-0.23368573188781738
25,25,-0.216444730758667
26,26,-0.20641714334487915
27,27,-0.17515504360198975
28,28,-0.1450359970331192
29,29,-0.1408672034740448
30,30,-0.11271803081035614
31,31,-0.11412527412176132
32,32,-0.16546155512332916
33,33,-0.11651483178138733
34,34,-0.09685628116130829
35,35,-0.08810433745384216
36,36,-0.09244183450937271
37,37,-0.08860094845294952
38,38,-0.08678073436021805
39,39,-0.07837163656949997
40,40,-0.2954850196838379
41,41,-0.2815670669078827
42,42,-0.3370613753795624
43,43,-0.43852588534355164
44,44,-0.3771136999130249
45,45,-0.40059468150138855
46,46,-0.2997581362724304
47,47,-0.31893959641456604
48,48,-0.17288586497306824
