,atom_num,mean_weight
0,0,-0.056207090616226196
1,1,-0.07168754935264587
2,2,-0.04951249435544014
3,3,-0.07755232602357864
4,4,-0.057164452970027924
5,5,-0.059617120772600174
6,6,-0.008117137476801872
7,7,-0.1350572258234024
8,8,-0.06488219648599625
9,9,-0.14560970664024353
10,10,-0.1805172860622406
11,11,-0.2211928516626358
12,12,-0.20779679715633392
13,13,-0.15320542454719543
14,14,-0.11655201762914658
15,15,-0.10234612971544266
16,16,-0.03213334083557129
17,17,-0.18857623636722565
18,18,-0.23661237955093384
19,19,-0.2361413538455963
20,20,-0.22880618274211884
21,21,-0.22843855619430542
22,22,-0.12764015793800354
23,23,-0.09888209402561188
24,24,-0.03661203756928444
25,25,-0.11895349621772766
26,26,-0.17308750748634338
27,27,-0.26815444231033325
28,28,-0.19558341801166534
