,atom_num,mean_weight
0,0,-0.09254211187362671
1,1,-0.10381794720888138
2,2,0.011827405542135239
3,3,0.04459574446082115
4,4,0.010718616656959057
5,5,-0.03541415184736252
6,6,-0.17272765934467316
7,7,-0.22354163229465485
8,8,-0.20298123359680176
9,9,-0.2164643555879593
10,10,-0.2764379382133484
11,11,-0.3623504638671875
12,12,-0.2737765312194824
13,13,-0.2774871289730072
14,14,-0.2507628798484802
15,15,-0.2531192898750305
16,16,-0.2681177854537964
17,17,-0.27624237537384033
18,18,-0.2681178152561188
19,19,-0.2531193196773529
