,atom_num,mean_weight
0,0,-0.17574843764305115
1,1,-0.2743532061576843
2,2,-0.25568005442619324
3,3,-0.277861624956131
4,4,-0.31301912665367126
5,5,-0.30031517148017883
6,6,-0.254915326833725
7,7,-0.1860930621623993
8,8,-0.15050412714481354
9,9,-0.16326047480106354
10,10,-0.0751984640955925
11,11,-0.26558053493499756
12,12,-0.2431245893239975
13,13,-0.2418026626110077
14,14,-0.12913618981838226
15,15,-0.09874768555164337
16,16,-0.03553963452577591
17,17,-0.12351495027542114
18,18,-0.18845297396183014
19,19,-0.31530025601387024
20,20,-0.21557140350341797
