,atom_num,mean_weight
0,0,-0.3523288667201996
1,1,-0.46276938915252686
2,2,-0.3565016984939575
3,3,-0.28848546743392944
4,4,-0.2856164276599884
5,5,-0.28848546743392944
6,6,-0.3565017580986023
7,7,-0.21018247306346893
8,8,-0.12688682973384857
9,9,-0.17979218065738678
10,10,-0.18112801015377045
11,11,-0.18548810482025146
12,12,-0.16561515629291534
13,13,-0.18613466620445251
14,14,-0.17012588679790497
15,15,-0.1892058253288269
16,16,-0.20094741880893707
17,17,-0.19170425832271576
18,18,-0.20721636712551117
19,19,-0.13948975503444672
