,atom_num,mean_weight
0,0,-0.13462109863758087
1,1,-0.18777765333652496
2,2,-0.25797024369239807
3,3,-0.2500028908252716
4,4,-0.2688245177268982
5,5,-0.3214874863624573
6,6,-0.2688245177268982
7,7,-0.250002920627594
8,8,-0.26602646708488464
9,9,-0.27082663774490356
10,10,-0.27728205919265747
11,11,-0.2959129810333252
12,12,-0.2772820293903351
13,13,-0.27082663774490356
14,14,-0.26602646708488464
15,15,-0.3214874863624573
16,16,-0.2688245177268982
17,17,-0.250002920627594
18,18,-0.2579702138900757
19,19,-0.2500028908252716
20,20,-0.2688244581222534
21,21,-0.18777760863304138
22,22,-0.13462108373641968
23,23,-0.20810595154762268
24,24,-0.08850140869617462
