,atom_num,mean_weight
0,0,-0.06906414777040482
1,1,-0.1758657991886139
2,2,-0.2290785014629364
3,3,-0.4240444004535675
4,4,-0.2740858197212219
5,5,-0.2740858495235443
6,6,-0.3211454749107361
7,7,-0.3288176655769348
8,8,-0.2941087484359741
9,9,-0.25544917583465576
10,10,-0.2388550192117691
11,11,-0.1411774456501007
12,12,-0.1707698106765747
13,13,-0.11962775141000748
14,14,-0.07794046401977539
15,15,-0.08981192111968994
16,16,-0.10503875464200974
17,17,-0.17973007261753082
18,18,-0.12285858392715454
19,19,-0.05032552778720856
20,20,-0.2527215778827667
21,21,-0.22854241728782654
22,22,-0.2413533478975296
23,23,-0.26276326179504395
24,24,-0.23003262281417847
25,25,-0.22406911849975586
26,26,-0.22879710793495178
27,27,-0.22406911849975586
28,28,-0.23003259301185608
