,atom_num,mean_weight
0,0,-0.11234883964061737
1,1,-0.11188456416130066
2,2,-0.09113951027393341
3,3,-0.029183680191636086
4,4,-0.1342296600341797
5,5,-0.19328732788562775
6,6,-0.21979457139968872
7,7,-0.20675812661647797
8,8,-0.1437314748764038
9,9,-0.06388351321220398
10,10,-0.002170416060835123
11,11,-0.10935301333665848
12,12,-0.13134659826755524
13,13,-0.14001598954200745
14,14,-0.18331293761730194
15,15,-0.2224721610546112
16,16,-0.29160866141319275
17,17,-0.2646588087081909
18,18,-0.2759898900985718
19,19,-0.28011760115623474
20,20,-0.2759898900985718
21,21,-0.2646588087081909
