,atom_num,mean_weight
0,0,-0.3058069050312042
1,1,-0.4180593490600586
2,2,-0.31517669558525085
3,3,-0.25630903244018555
4,4,-0.25540393590927124
5,5,-0.3805302381515503
6,6,-0.36223849654197693
7,7,-0.2868548631668091
8,8,-0.05895087867975235
9,9,0.005914659705013037
10,10,0.03148184344172478
11,11,-0.01673535630106926
12,12,-0.016735360026359558
13,13,0.005914646200835705
14,14,0.031481821089982986
15,15,-0.05429688096046448
16,16,-0.050307370722293854
17,17,-0.054296888411045074
18,18,-0.06693867594003677
19,19,-0.06693866848945618
