,atom_num,mean_weight
0,0,-0.04199639707803726
1,1,-0.05275575816631317
2,2,-0.03602845221757889
3,3,-0.07557760179042816
4,4,-0.1092265248298645
5,5,-0.11928467452526093
6,6,-0.10148937255144119
7,7,-0.12850774824619293
8,8,-0.12881067395210266
9,9,-0.15156759321689606
10,10,-0.20793449878692627
11,11,-0.14959055185317993
12,12,-0.1580423265695572
13,13,-0.15804234147071838
14,14,-0.13741759955883026
15,15,-0.12745748460292816
16,16,-0.1572933793067932
17,17,-0.20393744111061096
18,18,-0.15114471316337585
19,19,-0.15287865698337555
20,20,-0.15287867188453674
