,atom_num,mean_weight
0,0,-0.09095428884029388
1,1,-0.1637357920408249
2,2,-0.1811700165271759
3,3,-0.19995391368865967
4,4,-0.2168285846710205
5,5,-0.21716399490833282
6,6,-0.1905047744512558
7,7,-0.19667471945285797
8,8,-0.12300752848386765
9,9,-0.16781097650527954
10,10,-0.2528456747531891
11,11,-0.25104233622550964
12,12,-0.26699531078338623
13,13,-0.27451086044311523
14,14,-0.3047245144844055
15,15,-0.24736742675304413
16,16,-0.32886162400245667
17,17,-0.19443559646606445
18,18,-0.19443562626838684
19,19,-0.19443565607070923
