,atom_num,mean_weight
0,0,-0.06341158598661423
1,1,-0.08735164254903793
2,2,-0.08776681125164032
3,3,-0.0737181156873703
4,4,-0.10790742933750153
5,5,-0.07458429038524628
6,6,-0.07303432375192642
7,7,-0.07441838830709457
8,8,-0.02342934161424637
9,9,-0.08187522739171982
10,10,-0.10970667004585266
11,11,-0.07718216627836227
12,12,-0.06920226663351059
13,13,-0.14148332178592682
14,14,-0.2333085834980011
15,15,-0.22985634207725525
16,16,-0.2542230486869812
17,17,-0.2622402608394623
18,18,-0.2542230486869812
19,19,-0.22985628247261047
