,atom_num,mean_weight
0,0,-0.304755836725235
1,1,-0.36488986015319824
2,2,-0.31033700704574585
3,3,-0.23774230480194092
4,4,-0.17644016444683075
5,5,-0.15141969919204712
6,6,-0.13808667659759521
7,7,-0.06652829796075821
8,8,-0.1519133448600769
9,9,-0.18400102853775024
10,10,-0.17325809597969055
11,11,-0.16014626622200012
12,12,-0.12611526250839233
13,13,-0.08273842185735703
14,14,-0.08681174367666245
15,15,-0.07127989083528519
16,16,-0.07338493317365646
17,17,-0.10984961688518524
18,18,-0.11351968348026276
19,19,-0.09742364287376404
20,20,-0.11351967602968216
21,21,-0.09742364287376404
