,atom_num,mean_weight
0,0,-0.3241857588291168
1,1,-0.36779266595840454
2,2,-0.30455732345581055
3,3,-0.2258664220571518
4,4,-0.21883127093315125
5,5,-0.1399783492088318
6,6,-0.1353110373020172
7,7,-0.20067553222179413
8,8,-0.2038746476173401
9,9,-0.19251926243305206
10,10,-0.1981784999370575
11,11,-0.1562698781490326
12,12,-0.22204148769378662
13,13,-0.22629722952842712
14,14,-0.20168258249759674
15,15,-0.14534777402877808
16,16,-0.1175667941570282
17,17,-0.2052127569913864
18,18,-0.22302091121673584
19,19,-0.21081805229187012
20,20,-0.2030944526195526
21,21,-0.16844946146011353
22,22,-0.12229520082473755
