,atom_num,mean_weight
0,0,-0.3471719026565552
1,1,-0.4445088803768158
2,2,-0.3345017731189728
3,3,-0.2497100979089737
4,4,-0.20303982496261597
5,5,-0.2390652745962143
6,6,-0.32115066051483154
7,7,-0.132099911570549
8,8,0.042164500802755356
9,9,0.06640490144491196
10,10,0.08432710915803909
11,11,0.05921344459056854
12,12,-0.042290136218070984
13,13,0.07056298851966858
14,14,-0.2104244828224182
15,15,-0.20893926918506622
16,16,-0.2182369977235794
17,17,-0.22362862527370453
18,18,-0.21823696792125702
19,19,-0.20893926918506622
