,atom_num,mean_weight
0,0,-0.3576379120349884
1,1,-0.3563641309738159
2,2,-0.3486528694629669
3,3,-0.3973410725593567
4,4,-0.3922666013240814
5,5,-0.3483836352825165
6,6,-0.3823556900024414
7,7,-0.3303525745868683
8,8,-0.3303526043891907
9,9,-0.38235577940940857
10,10,-0.38165050745010376
11,11,-0.381650447845459
12,12,-0.33613041043281555
13,13,-0.34170404076576233
14,14,-0.33613044023513794
15,15,-0.34170404076576233
16,16,-0.39734116196632385
17,17,-0.39226657152175903
18,18,-0.3483836054801941
19,19,-0.3576379418373108
20,20,-0.3563641607761383
21,21,-0.3486528992652893
