,atom_num,mean_weight
0,0,-0.2292722910642624
1,1,-0.24906906485557556
2,2,-0.16635368764400482
3,3,-0.11095361411571503
4,4,-0.11664821952581406
5,5,-0.060125112533569336
6,6,-0.15984638035297394
7,7,-0.12333130836486816
8,8,-0.17847590148448944
9,9,-0.11969436705112457
10,10,-0.10961876064538956
11,11,-0.0969129130244255
12,12,-0.09483864903450012
13,13,-0.08648820966482162
14,14,-0.054428067058324814
15,15,-0.08523290604352951
16,16,-0.09009832888841629
17,17,-0.0681343600153923
18,18,-0.058887090533971786
19,19,-0.03850182145833969
20,20,-0.0007583569968119264
21,21,-0.22783836722373962
22,22,-0.18873044848442078
23,23,-0.1637292355298996
24,24,-0.07690033316612244
25,25,-0.019111020490527153
26,26,-0.07778261601924896
27,27,-0.12332601845264435
28,28,-0.11239257454872131
29,29,-0.07408887892961502
30,30,-0.0003153230354655534
31,31,0.05264173448085785
32,32,0.08660068362951279
33,33,-0.006573990918695927
34,34,-0.007513145450502634
35,35,-0.007513144984841347
36,36,-0.19253018498420715
37,37,-0.17302222549915314
38,38,-0.20833620429039001
39,39,-0.13784343004226685
40,40,-0.04815923050045967
41,41,-0.14106899499893188
42,42,-0.07675080746412277
43,43,-0.08020617067813873
44,44,-0.043237969279289246
45,45,-0.02334284968674183
46,46,-0.02547561004757881
47,47,-0.13461250066757202
48,48,-0.17549757659435272
49,49,-0.11794351786375046
50,50,-0.10071045905351639
