,atom_num,mean_weight
0,0,-0.2628617584705353
1,1,-0.25360560417175293
2,2,-0.2310565859079361
3,3,-0.22728776931762695
4,4,-0.23105666041374207
5,5,-0.2536056339740753
6,6,-0.1671697497367859
7,7,-0.07516299188137054
8,8,-0.027348874136805534
9,9,-0.06818294525146484
10,10,-0.1009874939918518
11,11,-0.0710841491818428
12,12,-0.09921177476644516
13,13,-0.22728773951530457
14,14,-0.23105663061141968
15,15,-0.2536056339740753
16,16,-0.2628616988658905
17,17,-0.25360560417175293
18,18,-0.23105663061141968
