,atom_num,mean_weight
0,0,-0.1263362467288971
1,1,-0.14253389835357666
2,2,-0.1298067569732666
3,3,-0.1167491003870964
4,4,-0.07034742832183838
5,5,-0.12530583143234253
6,6,-0.16760548949241638
7,7,-0.13030019402503967
8,8,-0.06870515644550323
9,9,-0.12169963121414185
10,10,-0.13239313662052155
11,11,-0.11540858447551727
12,12,-0.239272803068161
13,13,-0.3515136241912842
14,14,-0.27353549003601074
15,15,-0.28624609112739563
16,16,-0.19394689798355103
17,17,-0.286246120929718
18,18,-0.19394689798355103
