,atom_num,mean_weight
0,0,-0.2690073251724243
1,1,-0.3208284378051758
2,2,-0.27357929944992065
3,3,-0.21830114722251892
4,4,-0.21291211247444153
5,5,-0.20297525823116302
6,6,-0.21520288288593292
7,7,-0.2076777070760727
8,8,-0.18203939497470856
9,9,-0.16490834951400757
10,10,-0.1093529537320137
11,11,-0.04997618496417999
12,12,-0.11627813428640366
13,13,-0.22177761793136597
14,14,-0.23986127972602844
15,15,-0.2884560823440552
16,16,-0.30948159098625183
17,17,-0.2884560227394104
18,18,-0.23986129462718964
