,atom_num,mean_weight
0,0,-0.2735976278781891
1,1,-0.2794104516506195
2,2,-0.25594985485076904
3,3,-0.24954992532730103
4,4,-0.23868565261363983
5,5,-0.2451162338256836
6,6,-0.1949470490217209
7,7,-0.12189321219921112
8,8,-0.16883420944213867
9,9,-0.23491226136684418
10,10,-0.20030003786087036
11,11,-0.15679766237735748
12,12,-0.12799347937107086
13,13,-0.11426946520805359
14,14,-0.12799350917339325
15,15,-0.15679767727851868
16,16,-0.060038693249225616
17,17,-0.20030000805854797
18,18,-0.15679766237735748
19,19,-0.12799349427223206
20,20,-0.11426946520805359
21,21,-0.12799350917339325
22,22,-0.15679766237735748
23,23,-0.060038693249225616
