,atom_num,mean_weight
0,0,-0.25303518772125244
1,1,-0.40412312746047974
2,2,-0.2524920701980591
3,3,-0.17105259001255035
4,4,-0.14390315115451813
5,5,-0.12350555509328842
6,6,-0.15614327788352966
7,7,-0.06681694090366364
8,8,-0.07401400059461594
9,9,-0.031237896531820297
10,10,-0.031237900257110596
11,11,-0.15179584920406342
12,12,-0.17148131132125854
13,13,-0.19879712164402008
14,14,-0.2097501903772354
15,15,-0.19879713654518127
16,16,-0.17148129642009735
17,17,-0.2530352473258972
18,18,-0.25303521752357483
