,atom_num,mean_weight
0,0,0.0807848572731018
1,1,0.11966954916715622
2,2,0.05625322461128235
3,3,-0.005496603436768055
4,4,-0.10453088581562042
5,5,-0.14396870136260986
6,6,-0.1558394730091095
7,7,-0.16989262402057648
8,8,-0.17435896396636963
9,9,-0.16027866303920746
10,10,-0.13826826214790344
11,11,-0.16348278522491455
12,12,-0.281316339969635
13,13,-0.27033841609954834
14,14,-0.2901832163333893
15,15,-0.29397308826446533
16,16,-0.2901831865310669
17,17,-0.2703384757041931
18,18,0.08078484237194061
