,atom_num,mean_weight
0,0,-0.03771138936281204
1,1,-0.1015722006559372
2,2,-0.12289571017026901
3,3,-0.18239225447177887
4,4,-0.29555121064186096
5,5,-0.22932107746601105
6,6,-0.1277429312467575
7,7,-0.21699672937393188
8,8,-0.21189582347869873
9,9,-0.22040538489818573
10,10,-0.26715749502182007
11,11,-0.253540575504303
12,12,-0.24676331877708435
13,13,-0.2721242904663086
14,14,-0.1976659595966339
15,15,-0.07970196008682251
16,16,-0.1571219563484192
17,17,-0.179460808634758
18,18,-0.21607793867588043
19,19,-0.1783628910779953
20,20,-0.16625669598579407
21,21,-0.14294405281543732
22,22,-0.10597877204418182
23,23,-0.05193548649549484
24,24,-0.07323893159627914
25,25,-0.10434706509113312
26,26,-0.1827545017004013
27,27,-0.20433513820171356
