,atom_num,mean_weight
0,0,-0.24045850336551666
1,1,-0.3178524374961853
2,2,-0.2273196130990982
3,3,-0.19452740252017975
4,4,-0.21473173797130585
5,5,-0.20409975945949554
6,6,-0.244557186961174
7,7,-0.22018441557884216
8,8,-0.2623059153556824
9,9,-0.306328147649765
10,10,-0.3026084005832672
11,11,-0.2520175576210022
12,12,-0.13401290774345398
13,13,-0.0006575547740794718
14,14,0.12568435072898865
15,15,0.14156943559646606
16,16,0.12900085747241974
17,17,0.09269395470619202
18,18,0.09351553022861481
19,19,0.05500933155417442
20,20,0.05500933527946472
21,21,0.0551014319062233
