,atom_num,mean_weight
0,0,-0.09994789212942123
1,1,-0.13532878458499908
2,2,-0.19168125092983246
3,3,-0.2149253636598587
4,4,-0.29772862792015076
5,5,-0.2318825125694275
6,6,-0.198184534907341
7,7,-0.1861291229724884
8,8,-0.12785300612449646
9,9,-0.0956268385052681
10,10,-0.3500261604785919
11,11,-0.2969382405281067
12,12,-0.3417501449584961
13,13,-0.3520359992980957
14,14,-0.3241375982761383
15,15,-0.2442319393157959
16,16,-0.19671036303043365
17,17,-0.2088625729084015
18,18,-0.25449901819229126
19,19,-0.07434073835611343
20,20,-0.02000642754137516
21,21,-0.004753617569804192
22,22,-0.004605734255164862
