,atom_num,mean_weight
0,0,-0.2189384251832962
1,1,-0.282997727394104
2,2,-0.21569018065929413
3,3,-0.18726222217082977
4,4,-0.14173723757266998
5,5,-0.15731815993785858
6,6,-0.20104067027568817
7,7,-0.32781216502189636
8,8,-0.3264079988002777
9,9,-0.3586355149745941
10,10,-0.3586355149745941
11,11,-0.32640793919563293
12,12,-0.09524370729923248
13,13,-0.10806353390216827
14,14,-0.052728068083524704
15,15,-0.052728064358234406
16,16,-0.15372398495674133
17,17,-0.16636663675308228
18,18,-0.19718825817108154
19,19,-0.11750736832618713
20,20,-0.05447313189506531
21,21,-0.054473139345645905
22,22,-0.054101116955280304
