,atom_num,mean_weight
0,0,-0.2022339105606079
1,1,-0.2812672257423401
2,2,-0.21514442563056946
3,3,-0.17858430743217468
4,4,-0.16898316144943237
5,5,-0.17858430743217468
6,6,-0.21514439582824707
7,7,-0.12159726023674011
8,8,-0.05941804498434067
9,9,-0.05827288329601288
10,10,-0.11938472092151642
11,11,-0.1964014619588852
12,12,-0.20728059113025665
13,13,-0.20450258255004883
14,14,-0.23231758177280426
15,15,-0.23937436938285828
16,16,-0.21586748957633972
17,17,-0.20492041110992432
18,18,-0.17685039341449738
19,19,-0.17685039341449738
