,atom_num,mean_weight
0,0,-0.0725075900554657
1,1,-0.12805025279521942
2,2,-0.12245457619428635
3,3,-0.12931683659553528
4,4,-0.13183271884918213
5,5,-0.11531233787536621
6,6,-0.09690120816230774
7,7,-0.04744790494441986
8,8,-0.046302735805511475
9,9,-0.08963935822248459
10,10,-0.14707402884960175
11,11,-0.15724948048591614
12,12,-0.1555410474538803
13,13,-0.14411699771881104
14,14,-0.19150882959365845
15,15,-0.23188894987106323
16,16,-0.21389374136924744
17,17,-0.21389377117156982
18,18,-0.18698494136333466
19,19,-0.19077888131141663
20,20,-0.19665992259979248
21,21,-0.174672469496727
22,22,-0.15680313110351562
23,23,-0.12323212623596191
24,24,-0.13725340366363525
25,25,-0.17479558289051056
26,26,-0.1501326858997345
27,27,-0.12328235805034637
28,28,-0.10856311768293381
29,29,-0.0483788400888443
30,30,-0.15835773944854736
31,31,-0.1499328315258026
