,atom_num,mean_weight
0,0,-0.11921476572751999
1,1,-0.1767236590385437
2,2,-0.11921478807926178
3,3,-0.14324018359184265
4,4,-0.17094308137893677
5,5,-0.1511363387107849
6,6,-0.1914023905992508
7,7,-0.16955351829528809
8,8,-0.1745188683271408
9,9,-0.2112562656402588
10,10,-0.21390026807785034
11,11,-0.18798191845417023
12,12,-0.17748169600963593
13,13,-0.2108820527791977
14,14,-0.1780901551246643
15,15,-0.15947739779949188
16,16,-0.14123231172561646
17,17,-0.16299517452716827
18,18,-0.12518523633480072
19,19,-0.16208693385124207
20,20,-0.11617035418748856
21,21,-0.1224110797047615
22,22,-0.15937334299087524
23,23,-0.22157640755176544
24,24,-0.18548327684402466
25,25,-0.16502830386161804
