,atom_num,mean_weight
0,0,-0.09083116054534912
1,1,-0.1473729908466339
2,2,-0.1808815449476242
3,3,-0.2926413118839264
4,4,-0.3336297571659088
5,5,-0.23451940715312958
6,6,-0.28801849484443665
7,7,-0.2932983338832855
8,8,-0.2967366874217987
9,9,-0.2811029851436615
10,10,-0.1212429329752922
11,11,-0.07655961066484451
12,12,-0.10527035593986511
13,13,-0.14317671954631805
14,14,-0.1320519745349884
15,15,-0.13418462872505188
16,16,-0.161250039935112
17,17,-0.13418464362621307
18,18,-0.1320519745349884
19,19,-0.1928216814994812
20,20,-0.12282824516296387
21,21,-0.12268722057342529
22,22,-0.14161261916160583
23,23,-0.10848567634820938
24,24,-0.10201987624168396
25,25,-0.11495766043663025
26,26,-0.07766784727573395
27,27,-0.10201989114284515
28,28,-0.108485646545887
