,atom_num,mean_weight
0,0,-0.12379740178585052
1,1,-0.15152283012866974
2,2,-0.15641120076179504
3,3,-0.10588138550519943
4,4,-0.04821288585662842
5,5,-0.04626898840069771
6,6,-0.0750340074300766
7,7,-0.049967218190431595
8,8,-0.07418136298656464
9,9,-0.050708428025245667
10,10,-0.0359673909842968
11,11,-0.1374434530735016
12,12,-0.11998986452817917
13,13,-0.18357233703136444
14,14,-0.18449042737483978
15,15,-0.17427468299865723
16,16,-0.20964635908603668
17,17,-0.20218147337436676
18,18,-0.2414892017841339
19,19,-0.31900015473365784
20,20,-0.23390865325927734
21,21,-0.24148927628993988
22,22,-0.20218147337436676
23,23,-0.14716210961341858
24,24,-0.10085290670394897
25,25,-0.23323822021484375
26,26,-0.13615188002586365
27,27,-0.3290356397628784
28,28,-0.4519818425178528
29,29,-0.38309183716773987
30,30,-0.030939145013689995
31,31,-0.15641123056411743
32,32,-0.16059520840644836
33,33,-0.17332017421722412
34,34,-0.16059523820877075
35,35,-0.15152283012866974
36,36,-0.12379739433526993
