,atom_num,mean_weight
0,0,-0.19520005583763123
1,1,-0.2731951177120209
2,2,-0.1988433450460434
3,3,-0.2003183811903
4,4,-0.18989987671375275
5,5,-0.21200187504291534
6,6,-0.22867977619171143
7,7,-0.1797574907541275
8,8,-0.2076353132724762
9,9,-0.15386122465133667
10,10,-0.1648518145084381
11,11,-0.14024728536605835
12,12,-0.13465039432048798
13,13,-0.12627825140953064
14,14,-0.10140548646450043
15,15,-0.07258395105600357
16,16,-0.08562097698450089
17,17,-0.07131883502006531
18,18,-0.032787345349788666
19,19,-0.005885595455765724
20,20,-0.030885320156812668
21,21,-0.05810942500829697
22,22,0.06343451142311096
23,23,0.042684923857450485
24,24,0.042027924209833145
25,25,-0.10510674118995667
26,26,-0.10102488845586777
27,27,-0.09852513670921326
28,28,-0.12748776376247406
29,29,-0.09866359084844589
30,30,-0.07781940698623657
31,31,-0.07063845545053482
32,32,-0.14716553688049316
33,33,-0.12905362248420715
34,34,-0.12184517830610275
35,35,0.03367947041988373
36,36,0.021460946649312973
37,37,0.03187429532408714
38,38,0.032476529479026794
39,39,-0.11776252835988998
40,40,-0.17206525802612305
41,41,-0.156936377286911
42,42,-0.15693636238574982
