,atom_num,mean_weight
0,0,-0.1253325194120407
1,1,-0.2166561782360077
2,2,-0.1253325343132019
3,3,-0.1253325492143631
4,4,-0.20077268779277802
5,5,-0.1867634356021881
6,6,-0.189779132604599
7,7,-0.17872697114944458
8,8,-0.1896485984325409
9,9,-0.1641690582036972
10,10,-0.1786050796508789
11,11,-0.14684619009494781
12,12,-0.15794751048088074
13,13,-0.15342551469802856
14,14,-0.11398107558488846
15,15,-0.10559423267841339
16,16,-0.14370404183864594
17,17,-0.16626574099063873
18,18,-0.15084660053253174
19,19,-0.15001006424427032
20,20,-0.16212189197540283
21,21,-0.15001006424427032
22,22,-0.15084658563137054
23,23,-0.12462914735078812
24,24,-0.09137886762619019
25,25,-0.04928526282310486
26,26,0.001259343116544187
27,27,0.03135570138692856
28,28,0.023275451734662056
29,29,-0.011851414106786251
30,30,-0.020364781841635704
31,31,-0.02982589602470398
32,32,-0.03826000168919563
33,33,-0.0483303964138031
34,34,-0.04443410038948059
35,35,-0.14393649995326996
36,36,-0.14845363795757294
