,atom_num,mean_weight
0,0,-0.14082419872283936
1,1,-0.18137195706367493
2,2,-0.20865674316883087
3,3,-0.16779349744319916
4,4,-0.18097911775112152
5,5,-0.13476617634296417
6,6,-0.12815114855766296
7,7,-0.09447714686393738
8,8,-0.10207546502351761
9,9,-0.09828262031078339
10,10,-0.1042979285120964
11,11,-0.10676607489585876
12,12,-0.12446297705173492
13,13,-0.09061265736818314
14,14,-0.15322868525981903
15,15,-0.10642924904823303
16,16,-0.10642925649881363
17,17,-0.12844425439834595
18,18,-0.12723465263843536
19,19,-0.18301887810230255
20,20,-0.17946675419807434
21,21,-0.22111676633358002
22,22,-0.20309588313102722
23,23,-0.15951712429523468
24,24,-0.12293162941932678
25,25,-0.12281522154808044
26,26,-0.17673370242118835
27,27,-0.17751362919807434
28,28,-0.2089751660823822
29,29,-0.2393473982810974
30,30,-0.2299453467130661
31,31,-0.1929401010274887
32,32,-0.12391220033168793
33,33,-0.07213005423545837
