,atom_num,mean_weight
0,0,-0.06275045871734619
1,1,-0.08316322416067123
2,2,-0.0638974979519844
3,3,-0.0756775438785553
4,4,-0.1129908487200737
5,5,-0.14070086181163788
6,6,-0.16645841300487518
7,7,-0.18515317142009735
8,8,-0.15342827141284943
9,9,-0.16605518758296967
10,10,-0.12637931108474731
11,11,-0.15060986578464508
12,12,-0.10702662169933319
13,13,-0.18705204129219055
14,14,-0.18237121403217316
15,15,-0.1933859884738922
16,16,-0.2225203663110733
17,17,-0.18464045226573944
18,18,-0.21154068410396576
19,19,-0.15107351541519165
20,20,-0.16741950809955597
21,21,-0.149298295378685
22,22,-0.1976272165775299
23,23,-0.22982580959796906
24,24,-0.1623939424753189
25,25,-0.2126610279083252
26,26,-0.21520282328128815
27,27,-0.20502513647079468
28,28,-0.179865762591362
29,29,-0.22478774189949036
30,30,-0.16057123243808746
31,31,-0.1712149977684021
