,atom_num,mean_weight
0,0,-0.0965699777007103
1,1,-0.10296718776226044
2,2,-0.07993749529123306
3,3,-0.07329166680574417
4,4,-0.048260774463415146
5,5,-0.06610216945409775
6,6,-0.09681582450866699
7,7,-0.055836159735918045
8,8,-0.1674993634223938
9,9,-0.1197526827454567
10,10,-0.1574876457452774
11,11,-0.1897684931755066
12,12,-0.1886889487504959
13,13,-0.2160796821117401
14,14,-0.2270146906375885
15,15,-0.2160796821117401
16,16,-0.1886889636516571
17,17,-0.19306465983390808
18,18,-0.25809797644615173
19,19,-0.2191663384437561
20,20,-0.14420785009860992
21,21,-0.1625048667192459
22,22,-0.13494746387004852
23,23,-0.12233336269855499
24,24,-0.10958172380924225
25,25,-0.12233336269855499
26,26,-0.13494746387004852
27,27,-0.043261293321847916
28,28,-0.024607574567198753
29,29,-0.013295650482177734
30,30,-0.012638875283300877
