,atom_num,mean_weight
0,0,-0.1380334198474884
1,1,-0.14746850728988647
2,2,-0.19989117980003357
3,3,-0.1916854977607727
4,4,-0.21543675661087036
5,5,-0.22456753253936768
6,6,-0.21543678641319275
7,7,-0.1916855275630951
8,8,-0.14076416194438934
9,9,-0.16820017993450165
10,10,-0.13972564041614532
11,11,-0.13843868672847748
12,12,-0.14264337718486786
13,13,-0.1772819459438324
14,14,-0.15235519409179688
15,15,-0.15966784954071045
16,16,-0.19539333879947662
17,17,-0.17450854182243347
18,18,-0.17358103394508362
19,19,-0.20178335905075073
20,20,-0.1767503172159195
21,21,-0.18334615230560303
22,22,-0.1790364384651184
23,23,-0.1998114436864853
24,24,-0.16722093522548676
