,atom_num,mean_weight
0,0,-0.2448883056640625
1,1,-0.31798216700553894
2,2,-0.22690336406230927
3,3,-0.22974124550819397
4,4,-0.1481063812971115
5,5,-0.16554956138134003
6,6,-0.11925127357244492
7,7,-0.13316558301448822
8,8,-0.08781833201646805
9,9,-0.14319874346256256
10,10,-0.13497406244277954
11,11,-0.17580045759677887
12,12,-0.1724122166633606
13,13,-0.12097087502479553
14,14,-0.13175152242183685
15,15,-0.20429717004299164
16,16,-0.1881549060344696
17,17,-0.19981198012828827
18,18,-0.2476644217967987
19,19,-0.25780704617500305
20,20,-0.3485328257083893
21,21,-0.2558026611804962
22,22,-0.2676803767681122
23,23,-0.22673380374908447
24,24,-0.23152415454387665
25,25,-0.17593540251255035
26,26,-0.19141222536563873
27,27,-0.1857507824897766
