,atom_num,mean_weight
0,0,-0.208355113863945
1,1,-0.29112309217453003
2,2,-0.24895276129245758
3,3,-0.2267685979604721
4,4,-0.23180322349071503
5,5,-0.239590585231781
6,6,-0.28180432319641113
7,7,-0.19657683372497559
8,8,-0.24357689917087555
9,9,-0.2277761548757553
10,10,-0.22232532501220703
11,11,-0.14770162105560303
12,12,-0.05546265095472336
13,13,-0.009830299764871597
14,14,-0.005490092094987631
15,15,-0.011280892416834831
16,16,-0.021742329001426697
17,17,-0.023068170994520187
18,18,-0.015994926914572716
19,19,-0.033178310841321945
20,20,-0.04966212436556816
21,21,-0.06868574023246765
22,22,-0.07615277171134949
23,23,-0.06868574768304825
24,24,-0.04966212436556816
25,25,-0.1834026724100113
26,26,-0.12763002514839172
27,27,-0.2064807415008545
28,28,-0.20891544222831726
