,atom_num,mean_weight
0,0,-0.18512609601020813
1,1,-0.24192661046981812
2,2,-0.1829824447631836
3,3,-0.17817701399326324
4,4,-0.1329069435596466
5,5,-0.17981581389904022
6,6,-0.16338390111923218
7,7,-0.1070612445473671
8,8,-0.1526063084602356
9,9,-0.21147839725017548
10,10,-0.20687730610370636
11,11,-0.2207060307264328
12,12,-0.2675977051258087
13,13,-0.2544172704219818
14,14,-0.2842833399772644
15,15,-0.38333210349082947
16,16,-0.24266894161701202
17,17,-0.24291035532951355
18,18,-0.26836878061294556
19,19,-0.19123013317584991
20,20,-0.21329788863658905
21,21,-0.1310824751853943
22,22,-0.1309414505958557
23,23,-0.18019530177116394
24,24,-0.14873580634593964
25,25,-0.1340486705303192
26,26,-0.1289438009262085
27,27,-0.1340486705303192
28,28,-0.14873579144477844
