,atom_num,mean_weight
0,0,-0.04227178543806076
1,1,-0.05450412631034851
2,2,-0.06863625347614288
3,3,-0.04931211844086647
4,4,-0.05728502199053764
5,5,-0.06170501187443733
6,6,-0.07789184153079987
7,7,-0.12009508162736893
8,8,-0.08445866405963898
9,9,-0.14294512569904327
10,10,-0.11829221248626709
11,11,-0.14846785366535187
12,12,-0.21263284981250763
13,13,-0.1698974221944809
14,14,-0.15012910962104797
15,15,-0.2789418399333954
16,16,-0.2123124599456787
17,17,-0.2494853436946869
18,18,-0.22605907917022705
19,19,-0.2379288673400879
20,20,-0.23235377669334412
21,21,-0.20828387141227722
22,22,-0.21055221557617188
23,23,-0.16441091895103455
24,24,-0.11290684342384338
25,25,-0.1274072378873825
26,26,-0.07050196081399918
