,atom_num,mean_weight
0,0,-0.09051107615232468
1,1,-0.15839767456054688
2,2,-0.08934708684682846
3,3,-0.12221544981002808
4,4,-0.13364405930042267
5,5,-0.17406734824180603
6,6,-0.16101986169815063
7,7,-0.20550933480262756
8,8,-0.20134158432483673
9,9,-0.1574755162000656
10,10,-0.1895563304424286
11,11,-0.20473763346672058
12,12,-0.2084953933954239
13,13,-0.19646932184696198
14,14,-0.17563603818416595
15,15,-0.1705513298511505
16,16,-0.21183165907859802
17,17,-0.30062705278396606
18,18,-0.21480269730091095
19,19,-0.2934301495552063
20,20,-0.1932222694158554
21,21,-0.21038806438446045
