,atom_num,mean_weight
0,0,-0.17361408472061157
1,1,-0.23352473974227905
2,2,-0.19021902978420258
3,3,-0.20045334100723267
4,4,-0.13010171055793762
5,5,-0.12736882269382477
6,6,-0.15253391861915588
7,7,-0.06817818433046341
8,8,-0.21125322580337524
9,9,-0.2716866433620453
10,10,-0.21866261959075928
11,11,-0.18332040309906006
12,12,-0.12919282913208008
13,13,-0.12110356241464615
14,14,-0.13415247201919556
15,15,-0.13571593165397644
16,16,-0.1904682219028473
17,17,-0.17872905731201172
18,18,-0.1899069994688034
19,19,-0.22416119277477264
20,20,-0.1899069845676422
21,21,-0.1787290722131729
22,22,-0.24205048382282257
23,23,-0.14018461108207703
24,24,-0.14018461108207703
25,25,-0.14018461108207703
26,26,-0.1295800507068634
27,27,-0.11430967599153519
28,28,-0.16586661338806152
29,29,-0.16930972039699554
30,30,-0.19851219654083252
31,31,-0.20980873703956604
32,32,-0.1985122114419937
33,33,-0.16930975019931793
