,atom_num,mean_weight
0,0,-0.12378537654876709
1,1,-0.1514875292778015
2,2,-0.15626657009124756
3,3,-0.10526593029499054
4,4,-0.04555939882993698
5,5,-0.037132151424884796
6,6,-0.048797957599163055
7,7,-0.04093746095895767
8,8,-0.07134535908699036
9,9,-0.04965478554368019
10,10,-0.035709574818611145
11,11,-0.13703447580337524
12,12,-0.11999815702438354
13,13,-0.1836317628622055
14,14,-0.1845570206642151
15,15,-0.17429012060165405
16,16,-0.2096637636423111
17,17,-0.20218540728092194
18,18,-0.24148990213871002
19,19,-0.3190003037452698
20,20,-0.23390865325927734
21,21,-0.241489976644516
22,22,-0.20218542218208313
23,23,-0.07460109889507294
24,24,-0.05743439123034477
25,25,-0.08498137444257736
26,26,-0.07408703863620758
27,27,-0.09146426618099213
28,28,-0.12169843167066574
29,29,-0.15927594900131226
30,30,-0.16148468852043152
31,31,-0.12351712584495544
32,32,-0.10661529004573822
33,33,-0.026343315839767456
34,34,-0.15626657009124756
35,35,-0.16055947542190552
36,36,-0.17330306768417358
37,37,-0.1605594903230667
38,38,-0.1514875292778015
39,39,-0.12378538399934769
