,atom_num,mean_weight
0,0,-0.1194562092423439
1,1,-0.1623827964067459
2,2,-0.14283889532089233
3,3,-0.15021586418151855
4,4,-0.11877372860908508
5,5,-0.13160039484500885
6,6,-0.11753805726766586
7,7,-0.17633429169654846
8,8,-0.1973206102848053
9,9,-0.1780402511358261
10,10,-0.1730407178401947
11,11,-0.15979260206222534
12,12,-0.16167986392974854
13,13,-0.2056283801794052
14,14,-0.2001490443944931
15,15,-0.2044779360294342
16,16,-0.18399512767791748
17,17,-0.1380225121974945
18,18,-0.12549205124378204
19,19,-0.11738821119070053
20,20,-0.10232575237751007
21,21,-0.10608255118131638
22,22,-0.10969710350036621
23,23,-0.16795490682125092
24,24,-0.16449344158172607
25,25,-0.17531847953796387
26,26,-0.1804681122303009
27,27,-0.17531846463680267
28,28,-0.16449345648288727
29,29,-0.09668198227882385
