,atom_num,mean_weight
0,0,-0.20695626735687256
1,1,-0.2469312697649002
2,2,-0.2069409191608429
3,3,-0.16280300915241241
4,4,-0.15152911841869354
5,5,-0.09582047909498215
6,6,-0.09042666852474213
7,7,-0.06201748177409172
8,8,-0.06419295072555542
9,9,-0.06559216231107712
10,10,-0.05708833038806915
11,11,-0.058085259050130844
12,12,-0.08058246225118637
13,13,-0.058085259050130844
14,14,-0.05708833038806915
15,15,-0.10962063074111938
16,16,-0.08535833656787872
17,17,-0.11208964884281158
18,18,-0.1094641238451004
19,19,-0.16620324552059174
20,20,-0.18736962974071503
21,21,-0.2257789671421051
22,22,-0.23562443256378174
23,23,-0.20437897741794586
24,24,-0.17204587161540985
25,25,-0.10420414805412292
26,26,-0.14802198112010956
27,27,-0.204875186085701
28,28,-0.19507715106010437
29,29,-0.2153070569038391
30,30,-0.22378119826316833
31,31,-0.2153070867061615
32,32,-0.19507713615894318
