,atom_num,mean_weight
0,0,-0.06573441624641418
1,1,-0.09995104372501373
2,2,-0.10536964237689972
3,3,-0.15863391757011414
4,4,-0.1493380069732666
5,5,-0.1493380069732666
6,6,-0.09932225942611694
7,7,-0.08989167958498001
8,8,-0.10091571509838104
9,9,-0.10000483691692352
10,10,-0.11817517876625061
11,11,-0.1548011302947998
12,12,-0.1089572012424469
13,13,-0.1744232028722763
14,14,-0.16114714741706848
15,15,-0.1630197912454605
16,16,-0.15951335430145264
17,17,-0.17876660823822021
18,18,-0.1517985314130783
19,19,-0.18806511163711548
20,20,-0.1489313691854477
21,21,-0.1716102510690689
22,22,-0.20293010771274567
23,23,-0.21657457947731018
24,24,-0.19716320931911469
