,atom_num,mean_weight
0,0,-0.19411851465702057
1,1,-0.27133768796920776
2,2,-0.20091752707958221
3,3,-0.19169440865516663
4,4,-0.1891554296016693
5,5,-0.20636281371116638
6,6,-0.22347277402877808
7,7,-0.1117500364780426
8,8,-0.07391063868999481
9,9,-0.052831072360277176
10,10,-0.03480173274874687
11,11,-0.023140359669923782
12,12,-0.04342237859964371
13,13,-0.08441730588674545
14,14,-0.043422382324934006
15,15,-0.02314036153256893
16,16,-0.16666023433208466
17,17,-0.1608346551656723
18,18,-0.20752525329589844
19,19,-0.20433537662029266
20,20,-0.21103142201900482
21,21,-0.18903139233589172
22,22,-0.21664179861545563
23,23,-0.12448780983686447
24,24,-0.12448780238628387
25,25,-0.12448781728744507
