,atom_num,mean_weight
0,0,-0.11883579939603806
1,1,-0.19231045246124268
2,2,-0.1657039374113083
3,3,-0.1727762222290039
4,4,-0.17586040496826172
5,5,-0.20294053852558136
6,6,-0.18401683866977692
7,7,-0.2297053039073944
8,8,-0.17710885405540466
9,9,-0.20562124252319336
10,10,-0.21542784571647644
11,11,-0.23757147789001465
12,12,-0.22964130342006683
13,13,-0.17721107602119446
14,14,-0.14540080726146698
15,15,-0.1524984985589981
16,16,-0.19722938537597656
17,17,-0.19469863176345825
18,18,-0.19911932945251465
19,19,-0.21840083599090576
20,20,-0.1671392023563385
21,21,-0.18417182564735413
22,22,-0.22865986824035645
23,23,-0.19880032539367676
24,24,-0.19880035519599915
