,atom_num,mean_weight
0,0,-0.2503810226917267
1,1,-0.28809022903442383
2,2,-0.21164986491203308
3,3,-0.11460648477077484
4,4,-0.0455116368830204
5,5,-0.013396003283560276
6,6,-0.025030840188264847
7,7,-0.057098355144262314
8,8,-0.02552509307861328
9,9,-0.1292726695537567
10,10,-0.11684952676296234
11,11,-0.10080713033676147
12,12,-0.06600746512413025
13,13,-0.0517788790166378
14,14,-0.04348781704902649
15,15,-0.04222617298364639
16,16,-0.05059665068984032
17,17,-0.06944350153207779
18,18,-0.10273421555757523
19,19,-0.17633116245269775
20,20,-0.18108728528022766
21,21,-0.2100883424282074
22,22,-0.22080405056476593
23,23,-0.21008837223052979
24,24,-0.18108731508255005
25,25,-0.06683561205863953
26,26,-0.07633604109287262
27,27,-0.158315509557724
28,28,-0.17668427526950836
29,29,-0.21058666706085205
30,30,-0.22345209121704102
31,31,-0.21058663725852966
32,32,-0.17668427526950836
