,atom_num,mean_weight
0,0,-0.06879591196775436
1,1,-0.13075055181980133
2,2,-0.14363330602645874
3,3,-0.19405698776245117
4,4,-0.2891805171966553
5,5,-0.2388894408941269
6,6,-0.20089976489543915
7,7,-0.22590039670467377
8,8,-0.22160467505455017
9,9,-0.2534397542476654
10,10,-0.26582247018814087
11,11,-0.253439724445343
12,12,-0.22160467505455017
13,13,-0.12065310776233673
14,14,-0.07986803352832794
15,15,-0.1148386001586914
16,16,-0.1064201071858406
17,17,-0.12145428359508514
18,18,-0.12785375118255615
19,19,-0.12145429849624634
20,20,-0.1064201220870018
